"EstadoCivil";"Genero";"Email";"IngresoAnual";"TotalHijos";"Educacion";"Ocupacion";"Propietario";"CantAutomoviles";"Distancia";"Region";"Edad";"confidence(1)";"confidence(0)";"Comprará bicicleta"
"C";"F";"isabel1@mineriadedatos.com.ar";30000;1;"Licenciatura";"Obrero especializado";"1";2;"0-1 Km.";"Centro";48;0.3;0.7;"0"
"S";"M";"brendan11@mineriadedatos.com.ar";70000;0;"Licenciatura";"Profesional";"0";3;"10+ Km.";"Sur";36;0.125;0.875;"0"
"C";"F";"ariana2@mineriadedatos.com.ar";60000;2;"Licenciatura";"Gesti�n";"0";0;"2-5 Km.";"Norte";64;0.5491803278688525;0.45081967213114754;"1"
"S";"F";"patricia21@mineriadedatos.com.ar";40000;0;"Licenciatura";"Profesional";"1";1;"2-5 Km.";"Norte";47;0.6285714285714286;0.37142857142857144;"1"
"C";"M";"jay29@mineriadedatos.com.ar";90000;4;"Licenciatura";"Profesional";"1";0;"0-1 Km.";"Sur";45;0.0;1.0;"0"
"S";"F";"amanda16@mineriadedatos.com.ar";20000;0;"Estudios universitarios (en curso)";"Obrero especializado";"0";2;"1-2 Km.";"Norte";32;1.0;0.0;"1"
"C";"F";"kaitlin14@mineriadedatos.com.ar";100000;1;"Licenciatura";"Gesti�n";"1";3;"2-5 Km.";"Sur";54;0.0;1.0;"0"
"S";"M";"darryl4@mineriadedatos.com.ar";70000;0;"Licenciatura";"Profesional";"0";2;"5-10 Km.";"Sur";37;1.0;0.0;"1"
"S";"M";"frank32@mineriadedatos.com.ar";40000;3;"Estudios universitarios (en curso)";"Obrero especializado";"1";2;"5-10 Km.";"Sur";59;1.0;0.0;"1"
"S";"M";"jake8@mineriadedatos.com.ar";20000;4;"Educaci�n secundaria";"Obrero especializado";"0";2;"1-2 Km.";"Sur";65;0.0;1.0;"0"
"S";"M";"dale7@mineriadedatos.com.ar";90000;4;"Educaci�n secundaria";"Profesional";"1";3;"10+ Km.";"Centro";62;0.034482758620689655;0.9655172413793104;"0"
"S";"M";"sergio12@mineriadedatos.com.ar";10000;0;"Educaci�n secundaria";"Obrero";"0";2;"0-1 Km.";"Sur";35;0.8888888888888888;0.1111111111111111;"1"
"S";"F";"katelyn3@mineriadedatos.com.ar";30000;0;"Estudios universitarios (en curso)";"Administrativo";"1";1;"2-5 Km.";"Centro";40;0.0;1.0;"0"
"S";"M";"bharat0@mineriadedatos.com.ar";10000;4;"Educaci�n secundaria (en curso)";"Obrero";"1";2;"0-1 Km.";"Centro";47;0.1702127659574468;0.8297872340425532;"0"
"S";"M";"bryan14@mineriadedatos.com.ar";10000;3;"Educaci�n secundaria";"Obrero";"1";1;"0-1 Km.";"Centro";45;0.76;0.24;"1"
"S";"F";"alexis32@mineriadedatos.com.ar";10000;1;"Educaci�n secundaria";"Obrero";"0";0;"1-2 Km.";"Sur";34;1.0;0.0;"1"
"C";"M";"edgar12@mineriadedatos.com.ar";30000;1;"Licenciatura";"Obrero especializado";"1";2;"0-1 Km.";"Centro";47;0.8;0.2;"1"
"C";"F";"cynthia27@mineriadedatos.com.ar";130000;2;"Estudios universitarios (en curso)";"Profesional";"1";2;"0-1 Km.";"Centro";56;1.0;0.0;"1"
"S";"M";"nicolas13@mineriadedatos.com.ar";30000;0;"Estudios universitarios (en curso)";"Administrativo";"0";1;"0-1 Km.";"Centro";38;0.15;0.85;"0"
"C";"F";"julia29@mineriadedatos.com.ar";100000;3;"Estudios universitarios (en curso)";"Profesional";"1";4;"5-10 Km.";"Norte";52;0.18181818181818182;0.8181818181818182;"0"
"S";"M";"daniel13@mineriadedatos.com.ar";130000;2;"Estudios de postgrado";"Gesti�n";"0";3;"2-5 Km.";"Norte";77;0.0;1.0;"0"
"S";"F";"megan42@mineriadedatos.com.ar";40000;0;"Licenciatura";"Profesional";"0";1;"0-1 Km.";"Norte";48;0.5;0.5;"1"
"C";"M";"seth43@mineriadedatos.com.ar";70000;0;"Licenciatura";"Profesional";"0";1;"0-1 Km.";"Sur";44;0.0;1.0;"0"
"C";"F";"kaitlin15@mineriadedatos.com.ar";90000;5;"Educaci�n secundaria (en curso)";"Obrero especializado";"1";2;"10+ Km.";"Centro";65;0.043478260869565216;0.9565217391304348;"0"
"C";"M";"aaron8@mineriadedatos.com.ar";90000;2;"Licenciatura";"Profesional";"1";1;"5-10 Km.";"Sur";54;0.0;1.0;"0"
"S";"F";"ebony16@mineriadedatos.com.ar";40000;2;"Educaci�n secundaria";"Profesional";"1";2;"10+ Km.";"Norte";65;0.22058823529411764;0.7794117647058824;"0"
"S";"M";"willie25@mineriadedatos.com.ar";30000;2;"Estudios universitarios (en curso)";"Administrativo";"0";2;"0-1 Km.";"Centro";49;0.0;1.0;"0"
"S";"F";"hannah23@mineriadedatos.com.ar";30000;0;"Estudios universitarios (en curso)";"Obrero especializado";"1";1;"5-10 Km.";"Norte";39;0.0;1.0;"0"
"S";"M";"bradley7@mineriadedatos.com.ar";20000;2;"Educaci�n secundaria";"Obrero";"1";2;"0-1 Km.";"Centro";48;0.1702127659574468;0.8297872340425532;"0"
"S";"M";"donald8@mineriadedatos.com.ar";20000;1;"Estudios de postgrado";"Obrero";"1";0;"0-1 Km.";"Centro";50;0.0;1.0;"0"
"C";"F";"meredith4@mineriadedatos.com.ar";30000;4;"Estudios de postgrado";"Administrativo";"1";0;"0-1 Km.";"Centro";52;0.8701298701298701;0.12987012987012986;"1"
"S";"F";"brianna1@mineriadedatos.com.ar";70000;0;"Licenciatura";"Profesional";"0";1;"5-10 Km.";"Sur";49;0.045454545454545456;0.9545454545454546;"0"
"S";"M";"mason16@mineriadedatos.com.ar";40000;2;"Estudios universitarios (en curso)";"Administrativo";"0";1;"0-1 Km.";"Norte";54;0.07692307692307693;0.9230769230769231;"0"
"S";"F";"kaitlyn23@mineriadedatos.com.ar";50000;0;"Educaci�n secundaria";"Profesional";"1";2;"5-10 Km.";"Norte";38;0.20754716981132076;0.7924528301886793;"0"
"C";"M";"luke47@mineriadedatos.com.ar";70000;1;"Estudios universitarios (en curso)";"Obrero especializado";"1";1;"2-5 Km.";"Norte";50;0.5;0.5;"1"
"C";"F";"dana19@mineriadedatos.com.ar";160000;4;"Educaci�n secundaria (en curso)";"Gesti�n";"0";4;"10+ Km.";"Sur";42;0.5776173285198556;0.4223826714801444;"1"
"C";"M";"micheal1@mineriadedatos.com.ar";20000;1;"Estudios de postgrado";"Administrativo";"1";0;"0-1 Km.";"Centro";50;0.0;1.0;"0"
"C";"M";"cesar1@mineriadedatos.com.ar";70000;2;"Educaci�n secundaria";"Obrero especializado";"1";2;"5-10 Km.";"Sur";56;0.5776173285198556;0.4223826714801444;"1"
"C";"M";"clinton13@mineriadedatos.com.ar";110000;2;"Licenciatura";"Gesti�n";"1";3;"2-5 Km.";"Norte";47;0.8888888888888888;0.1111111111111111;"1"
"C";"M";"james96@mineriadedatos.com.ar";60000;2;"Estudios universitarios (en curso)";"Profesional";"1";2;"10+ Km.";"Norte";63;0.0;1.0;"0"
"C";"M";"miguel0@mineriadedatos.com.ar";40000;1;"Estudios universitarios (en curso)";"Administrativo";"0";1;"0-1 Km.";"Norte";54;0.6097560975609756;0.3902439024390244;"1"
"S";"F";"lacey2@mineriadedatos.com.ar";80000;2;"Estudios universitarios (en curso)";"Obrero especializado";"0";2;"1-2 Km.";"Sur";58;1.0;0.0;"1"
"C";"M";"randall13@mineriadedatos.com.ar";40000;1;"Licenciatura";"Obrero especializado";"1";0;"0-1 Km.";"Centro";48;0.6666666666666666;0.3333333333333333;"1"
"C";"M";"edward64@mineriadedatos.com.ar";90000;4;"Licenciatura";"Gesti�n";"1";1;"0-1 Km.";"Norte";44;0.6384615384615384;0.36153846153846153;"1"
"S";"M";"karl6@mineriadedatos.com.ar";60000;0;"Estudios de postgrado";"Profesional";"1";1;"2-5 Km.";"Norte";46;0.6285714285714286;0.37142857142857144;"1"
"C";"F";"emma15@mineriadedatos.com.ar";60000;1;"Estudios de postgrado";"Obrero especializado";"1";0;"1-2 Km.";"Norte";42;0.12727272727272726;0.8727272727272727;"0"
"S";"F";"latoya17@mineriadedatos.com.ar";90000;2;"Licenciatura";"Profesional";"0";0;"0-1 Km.";"Sur";43;1.0;0.0;"1"
"C";"F";"sandra17@mineriadedatos.com.ar";40000;0;"Licenciatura";"Profesional";"1";0;"0-1 Km.";"Centro";46;0.6666666666666666;0.3333333333333333;"1"
"S";"F";"caitlin3@mineriadedatos.com.ar";90000;0;"Estudios universitarios (en curso)";"Profesional";"1";1;"10+ Km.";"Norte";49;0.16363636363636364;0.8363636363636363;"0"
"S";"M";"zachary7@mineriadedatos.com.ar";80000;0;"Licenciatura";"Gesti�n";"0";1;"0-1 Km.";"Norte";40;0.6384615384615384;0.36153846153846153;"1"
"S";"F";"caroline4@mineriadedatos.com.ar";40000;3;"Estudios universitarios (en curso)";"Profesional";"0";2;"1-2 Km.";"Norte";62;1.0;0.0;"1"
"C";"M";"eduardo38@mineriadedatos.com.ar";70000;5;"Licenciatura";"Gesti�n";"1";2;"1-2 Km.";"Norte";68;0.25;0.75;"0"
"S";"F";"kate9@mineriadedatos.com.ar";40000;2;"Estudios universitarios (en curso)";"Administrativo";"1";0;"0-1 Km.";"Centro";40;0.06666666666666667;0.9333333333333333;"0"
"C";"F";"brianna6@mineriadedatos.com.ar";50000;2;"Licenciatura";"Obrero especializado";"1";0;"0-1 Km.";"Norte";44;0.8333333333333334;0.16666666666666666;"1"
"C";"M";"geoffrey15@mineriadedatos.com.ar";60000;2;"Licenciatura";"Gesti�n";"1";0;"2-5 Km.";"Norte";63;0.5491803278688525;0.45081967213114754;"1"
"S";"M";"darren6@mineriadedatos.com.ar";10000;2;"Estudios universitarios (en curso)";"Obrero";"0";0;"0-1 Km.";"Centro";56;0.0;1.0;"0"
"C";"F";"janelle9@mineriadedatos.com.ar";60000;3;"Educaci�n secundaria";"Profesional";"1";2;"10+ Km.";"Norte";59;0.22058823529411764;0.7794117647058824;"0"
"C";"F";"rebekah23@mineriadedatos.com.ar";20000;2;"Educaci�n secundaria (en curso)";"Administrativo";"1";2;"5-10 Km.";"Sur";62;0.5555555555555556;0.4444444444444444;"1"
"C";"M";"jack9@mineriadedatos.com.ar";60000;2;"Educaci�n secundaria";"Profesional";"0";2;"5-10 Km.";"Norte";57;0.20754716981132076;0.7924528301886793;"0"
"C";"M";"jose21@mineriadedatos.com.ar";160000;1;"Licenciatura";"Gesti�n";"1";4;"0-1 Km.";"Norte";49;0.0;1.0;"0"
"C";"F";"samantha5@mineriadedatos.com.ar";60000;2;"Educaci�n secundaria";"Profesional";"1";2;"5-10 Km.";"Norte";56;0.20754716981132076;0.7924528301886793;"0"
"C";"M";"david41@mineriadedatos.com.ar";60000;1;"Estudios universitarios (en curso)";"Obrero especializado";"1";1;"2-5 Km.";"Norte";52;0.7297297297297297;0.2702702702702703;"1"
"C";"F";"carrie7@mineriadedatos.com.ar";70000;0;"Licenciatura";"Profesional";"1";3;"10+ Km.";"Sur";37;0.125;0.875;"0"
"C";"F";"amanda46@mineriadedatos.com.ar";550000;4;"Estudios de postgrado";"Obrero especializado";"1";0;"1-2 Km.";"Norte";54;0.12727272727272726;0.8727272727272727;"0"
"C";"M";"timothy19@mineriadedatos.com.ar";40000;4;"Educaci�n secundaria";"Obrero especializado";"1";3;"10+ Km.";"Norte";51;0.22058823529411764;0.7794117647058824;"0"
"S";"M";"karl10@mineriadedatos.com.ar";20000;0;"Educaci�n secundaria (en curso)";"Obrero";"0";2;"0-1 Km.";"Centro";33;0.1702127659574468;0.8297872340425532;"0"
"C";"M";"mitchell4@mineriadedatos.com.ar";10000;1;"Licenciatura";"Obrero";"1";0;"0-1 Km.";"Centro";51;0.18181818181818182;0.8181818181818182;"0"
"S";"M";"miguel68@mineriadedatos.com.ar";50000;0;"Estudios universitarios (en curso)";"Obrero especializado";"0";1;"2-5 Km.";"Norte";45;0.7297297297297297;0.2702702702702703;"1"
"C";"M";"ruben2@mineriadedatos.com.ar";30000;0;"Educaci�n secundaria";"Obrero";"0";1;"1-2 Km.";"Centro";42;0.5984990619136961;0.40150093808630394;"1"
"C";"F";"nicole3@mineriadedatos.com.ar";110000;2;"Estudios de postgrado";"Gesti�n";"1";0;"5-10 Km.";"Norte";74;0.21359223300970873;0.7864077669902912;"0"
"S";"F";"abigail32@mineriadedatos.com.ar";50000;2;"Licenciatura";"Obrero especializado";"0";0;"0-1 Km.";"Norte";44;0.8333333333333334;0.16666666666666666;"1"
"S";"F";"kate14@mineriadedatos.com.ar";130000;4;"Educaci�n secundaria";"Profesional";"0";3;"0-1 Km.";"Centro";61;1.0;0.0;"1"
"S";"F";"audrey2@mineriadedatos.com.ar";30000;1;"Licenciatura";"Administrativo";"0";1;"2-5 Km.";"Centro";47;0.2;0.8;"0"
"S";"F";"taylor38@mineriadedatos.com.ar";80000;0;"Licenciatura";"Gesti�n";"1";1;"1-2 Km.";"Norte";40;0.38392857142857145;0.6160714285714286;"0"
"S";"M";"tristan12@mineriadedatos.com.ar";30000;0;"Educaci�n secundaria";"Obrero";"0";1;"1-2 Km.";"Centro";39;0.5984990619136961;0.40150093808630394;"1"
"S";"F";"cindy27@mineriadedatos.com.ar";50000;2;"Estudios de postgrado";"Gesti�n";"1";2;"5-10 Km.";"Norte";76;0.7142857142857143;0.2857142857142857;"1"
"S";"F";"sara12@mineriadedatos.com.ar";70000;1;"Licenciatura";"Profesional";"0";1;"0-1 Km.";"Norte";51;0.9285714285714286;0.07142857142857142;"1"
"C";"M";"robert28@mineriadedatos.com.ar";70000;2;"Estudios universitarios (en curso)";"Profesional";"1";1;"10+ Km.";"Norte";66;0.16363636363636364;0.8363636363636363;"0"
"S";"M";"frank31@mineriadedatos.com.ar";30000;2;"Estudios universitarios (en curso)";"Administrativo";"1";1;"0-1 Km.";"Centro";48;0.7878787878787878;0.21212121212121213;"1"
"S";"M";"clayton27@mineriadedatos.com.ar";10000;0;"Estudios universitarios (en curso)";"Obrero";"0";1;"2-5 Km.";"Sur";32;0.9166666666666666;0.08333333333333333;"1"
"S";"M";"emmanuel12@mineriadedatos.com.ar";10000;1;"Estudios de postgrado";"Obrero";"1";0;"0-1 Km.";"Centro";51;0.0;1.0;"0"
"C";"M";"adam10@mineriadedatos.com.ar";20000;2;"Educaci�n secundaria (en curso)";"Administrativo";"1";2;"1-2 Km.";"Sur";63;0.5555555555555556;0.4444444444444444;"1"
"S";"M";"jay50@mineriadedatos.com.ar";30000;3;"Estudios de postgrado";"Administrativo";"1";0;"0-1 Km.";"Centro";53;0.8701298701298701;0.12987012987012986;"1"
"C";"F";"robin14@mineriadedatos.com.ar";80000;2;"Educaci�n secundaria";"Obrero especializado";"1";2;"5-10 Km.";"Sur";56;0.5776173285198556;0.4223826714801444;"1"
"C";"M";"miguel54@mineriadedatos.com.ar";70000;5;"Licenciatura";"Gesti�n";"0";3;"2-5 Km.";"Norte";67;0.0;1.0;"0"
"C";"F";"chloe4@mineriadedatos.com.ar";40000;2;"Educaci�n secundaria";"Profesional";"1";2;"2-5 Km.";"Norte";63;0.2222222222222222;0.7777777777777778;"0"
"S";"M";"colin13@mineriadedatos.com.ar";60000;1;"Estudios universitarios (en curso)";"Obrero especializado";"1";1;"5-10 Km.";"Sur";52;0.3333333333333333;0.6666666666666666;"0"
"S";"F";"audrey21@mineriadedatos.com.ar";10000;0;"Educaci�n secundaria (en curso)";"Obrero";"1";2;"1-2 Km.";"Centro";40;0.1702127659574468;0.8297872340425532;"0"
"S";"M";"darren38@mineriadedatos.com.ar";70000;5;"Licenciatura";"Gesti�n";"1";2;"10+ Km.";"Norte";68;0.0;1.0;"0"
"C";"M";"tyler16@mineriadedatos.com.ar";70000;3;"Estudios de postgrado";"Profesional";"1";0;"2-5 Km.";"Norte";42;0.9375;0.0625;"1"
"S";"M";"hunter68@mineriadedatos.com.ar";110000;0;"Estudios de postgrado";"Gesti�n";"1";1;"10+ Km.";"Norte";46;0.24705882352941178;0.7529411764705882;"0"
"C";"M";"marvin16@mineriadedatos.com.ar";40000;1;"Licenciatura";"Obrero especializado";"1";0;"0-1 Km.";"Centro";47;0.6666666666666666;0.3333333333333333;"1"
"C";"F";"brianna64@mineriadedatos.com.ar";90000;5;"Licenciatura";"Gesti�n";"1";2;"5-10 Km.";"Norte";75;0.0;1.0;"0"
"C";"M";"glenn7@mineriadedatos.com.ar";40000;2;"Licenciatura";"Gesti�n";"0";2;"0-1 Km.";"Sur";73;0.36666666666666664;0.6333333333333333;"0"
"S";"F";"jada15@mineriadedatos.com.ar";70000;2;"Licenciatura";"Obrero especializado";"1";1;"2-5 Km.";"Norte";45;0.9038461538461539;0.09615384615384616;"1"
"S";"M";"eduardo14@mineriadedatos.com.ar";60000;4;"Licenciatura";"Obrero especializado";"0";2;"0-1 Km.";"Norte";48;0.5714285714285714;0.42857142857142855;"1"
"C";"F";"cindy15@mineriadedatos.com.ar";130000;3;"Licenciatura";"Gesti�n";"1";4;"0-1 Km.";"Centro";69;0.1;0.9;"0"
"C";"F";"julia56@mineriadedatos.com.ar";70000;5;"Licenciatura";"Gesti�n";"1";2;"10+ Km.";"Norte";70;0.6666666666666666;0.3333333333333333;"1"
"S";"F";"jill7@mineriadedatos.com.ar";40000;0;"Educaci�n secundaria";"Obrero especializado";"0";2;"1-2 Km.";"Norte";34;1.0;0.0;"1"
"S";"F";"meagan12@mineriadedatos.com.ar";90000;0;"Licenciatura";"Profesional";"1";3;"10+ Km.";"Sur";40;0.6451612903225806;0.3548387096774194;"1"
"S";"F";"brenda9@mineriadedatos.com.ar";20000;0;"Educaci�n secundaria (en curso)";"Obrero";"0";2;"0-1 Km.";"Centro";41;0.1702127659574468;0.8297872340425532;"0"
"S";"M";"jarrod0@mineriadedatos.com.ar";70000;0;"Licenciatura";"Profesional";"0";2;"0-1 Km.";"Sur";49;1.0;0.0;"1"
"C";"M";"carlos27@mineriadedatos.com.ar";70000;0;"Licenciatura";"Profesional";"0";1;"0-1 Km.";"Sur";50;0.0;1.0;"0"
"C";"F";"elizabeth36@mineriadedatos.com.ar";10000;3;"Licenciatura";"Administrativo";"0";2;"0-1 Km.";"Centro";90;0.0;1.0;"0"
"C";"M";"jordan16@mineriadedatos.com.ar";50000;0;"Educaci�n secundaria";"Profesional";"1";2;"5-10 Km.";"Norte";38;0.20754716981132076;0.7924528301886793;"0"
"C";"F";"kristi13@mineriadedatos.com.ar";70000;0;"Estudios universitarios (en curso)";"Profesional";"1";2;"5-10 Km.";"Norte";40;0.8823529411764706;0.11764705882352941;"1"
"C";"F";"danielle20@mineriadedatos.com.ar";50000;3;"Licenciatura";"Gesti�n";"1";2;"10+ Km.";"Norte";71;0.11428571428571428;0.8857142857142857;"0"
"C";"F";"vanessa21@mineriadedatos.com.ar";90000;4;"Educaci�n secundaria";"Profesional";"1";3;"5-10 Km.";"Norte";53;0.3877118644067797;0.6122881355932204;"0"
"S";"F";"emma6@mineriadedatos.com.ar";60000;3;"Licenciatura";"Profesional";"0";0;"0-1 Km.";"Norte";54;0.5;0.5;"1"
"C";"F";"kayla2@mineriadedatos.com.ar";40000;0;"Educaci�n secundaria";"Obrero especializado";"1";2;"5-10 Km.";"Norte";37;0.20754716981132076;0.7924528301886793;"0"
"S";"F";"christy0@mineriadedatos.com.ar";30000;3;"Estudios universitarios (en curso)";"Administrativo";"1";2;"0-1 Km.";"Centro";34;0.21739130434782608;0.782608695652174;"0"
"S";"F";"sheena10@mineriadedatos.com.ar";60000;1;"Licenciatura";"Profesional";"1";1;"5-10 Km.";"Sur";52;1.0;0.0;"1"
"S";"M";"edward49@mineriadedatos.com.ar";70000;1;"Licenciatura";"Profesional";"0";1;"2-5 Km.";"Norte";51;0.8333333333333334;0.16666666666666666;"1"
"C";"M";"samuel40@mineriadedatos.com.ar";60000;3;"Estudios de postgrado";"Gesti�n";"1";2;"10+ Km.";"Norte";73;0.0;1.0;"0"
"C";"M";"david42@mineriadedatos.com.ar";80000;2;"Educaci�n secundaria (en curso)";"Obrero especializado";"1";2;"5-10 Km.";"Norte";56;0.3877118644067797;0.6122881355932204;"0"
"C";"F";"taylor12@mineriadedatos.com.ar";60000;1;"Estudios universitarios (en curso)";"Obrero especializado";"1";1;"2-5 Km.";"Norte";53;0.7297297297297297;0.2702702702702703;"1"
"C";"F";"alyssa33@mineriadedatos.com.ar";70000;2;"Educaci�n secundaria (en curso)";"Obrero especializado";"1";2;"5-10 Km.";"Norte";56;0.3877118644067797;0.6122881355932204;"0"
"C";"F";"brittney18@mineriadedatos.com.ar";40000;0;"Estudios universitarios (en curso)";"Obrero especializado";"1";1;"5-10 Km.";"Norte";36;0.0;1.0;"0"
"C";"M";"james54@mineriadedatos.com.ar";80000;4;"Estudios universitarios (en curso)";"Profesional";"1";1;"2-5 Km.";"Norte";48;0.0;1.0;"0"
"C";"M";"charles25@mineriadedatos.com.ar";60000;3;"Licenciatura";"Gesti�n";"1";2;"10+ Km.";"Norte";73;0.0;1.0;"0"
"S";"F";"sharon20@mineriadedatos.com.ar";40000;3;"Estudios universitarios (en curso)";"Administrativo";"1";2;"1-2 Km.";"Norte";38;1.0;0.0;"1"
"C";"F";"brandy0@mineriadedatos.com.ar";40000;1;"Licenciatura";"Obrero especializado";"1";1;"1-2 Km.";"Centro";40;0.9545454545454546;0.045454545454545456;"1"
"S";"M";"gavin14@mineriadedatos.com.ar";40000;0;"Educaci�n secundaria";"Obrero especializado";"1";1;"5-10 Km.";"Norte";37;0.0;1.0;"0"
"S";"F";"katelyn46@mineriadedatos.com.ar";60000;0;"Estudios de postgrado";"Obrero especializado";"0";0;"0-1 Km.";"Norte";40;0.0;1.0;"0"
"C";"M";"jack48@mineriadedatos.com.ar";80000;4;"Licenciatura";"Gesti�n";"1";0;"1-2 Km.";"Norte";49;0.38392857142857145;0.6160714285714286;"0"
"C";"M";"blake18@mineriadedatos.com.ar";60000;4;"Estudios de postgrado";"Obrero especializado";"1";0;"1-2 Km.";"Norte";53;0.12727272727272726;0.8727272727272727;"0"
"C";"M";"marshall21@mineriadedatos.com.ar";110000;1;"Estudios de postgrado";"Gesti�n";"1";1;"5-10 Km.";"Sur";44;1.0;0.0;"1"
"C";"M";"randy22@mineriadedatos.com.ar";10000;0;"Estudios universitarios (en curso)";"Obrero";"0";1;"0-1 Km.";"Sur";34;1.0;0.0;"1"
"S";"M";"ruben18@mineriadedatos.com.ar";80000;4;"Estudios universitarios (en curso)";"Profesional";"1";2;"10+ Km.";"Centro";59;0.08333333333333333;0.9166666666666666;"0"
"C";"M";"luke5@mineriadedatos.com.ar";100000;0;"Educaci�n secundaria";"Gesti�n";"1";3;"10+ Km.";"Sur";40;0.5776173285198556;0.4223826714801444;"1"
"C";"F";"cristina4@mineriadedatos.com.ar";100000;4;"Licenciatura";"Gesti�n";"1";2;"0-1 Km.";"Sur";54;1.0;0.0;"1"
"C";"F";"julia55@mineriadedatos.com.ar";60000;1;"Estudios de postgrado";"Profesional";"1";0;"0-1 Km.";"Norte";43;0.2926829268292683;0.7073170731707317;"0"
"C";"M";"seth10@mineriadedatos.com.ar";110000;1;"Licenciatura";"Gesti�n";"1";3;"5-10 Km.";"Norte";52;0.0;1.0;"0"
"C";"M";"dalton59@mineriadedatos.com.ar";70000;4;"Estudios de postgrado";"Profesional";"1";0;"0-1 Km.";"Norte";46;0.9285714285714286;0.07142857142857142;"1"
"C";"M";"marcus58@mineriadedatos.com.ar";120000;1;"Educaci�n secundaria";"Profesional";"1";4;"2-5 Km.";"Norte";52;0.3877118644067797;0.6122881355932204;"0"
"S";"F";"naomi19@mineriadedatos.com.ar";20000;0;"Educaci�n secundaria";"Obrero";"0";1;"5-10 Km.";"Centro";36;0.24680851063829787;0.7531914893617021;"0"
"C";"F";"veronica3@mineriadedatos.com.ar";80000;5;"Estudios de postgrado";"Gesti�n";"1";3;"0-1 Km.";"Sur";46;0.06862745098039216;0.9313725490196079;"0"
"S";"M";"roberto14@mineriadedatos.com.ar";40000;4;"Estudios universitarios (en curso)";"Administrativo";"1";2;"1-2 Km.";"Norte";41;1.0;0.0;"1"
"S";"M";"xavier73@mineriadedatos.com.ar";70000;3;"Estudios de postgrado";"Profesional";"0";0;"0-1 Km.";"Norte";42;0.9285714285714286;0.07142857142857142;"1"
"C";"F";"brenda8@mineriadedatos.com.ar";40000;2;"Educaci�n secundaria (en curso)";"Obrero especializado";"1";3;"10+ Km.";"Norte";62;0.22058823529411764;0.7794117647058824;"0"
"C";"M";"terry12@mineriadedatos.com.ar";60000;1;"Licenciatura";"Profesional";"1";1;"0-1 Km.";"Sur";50;0.9655172413793104;0.034482758620689655;"1"
"S";"F";"tamara19@mineriadedatos.com.ar";60000;1;"Estudios universitarios (en curso)";"Obrero especializado";"0";1;"0-1 Km.";"Sur";52;0.9;0.1;"1"
"S";"M";"randall24@mineriadedatos.com.ar";70000;1;"Licenciatura";"Profesional";"0";1;"0-1 Km.";"Norte";51;0.9285714285714286;0.07142857142857142;"1"
